"sample.depths","sample.ages","Abies","Acer","Alnus","Betula","Carya","Castanea","Celtis","Cephalanthus","Cornus","Corylus","Cupressaceae.Taxaceae","Ericaceae","Fagus","Fraxinus","Ilex","Juglans","Liquidambar","Liriodendron","Magnolia","Myrica","Nyssa","Ostrya.Carpinus","Picea","Pinus","Platanus","Quercus","Salix","Tilia","Tsuga","Ulmus","Vitis","Ambrosia","Apiaceae","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Asteraceae.subf..Cichorioideae","Chenopodiaceae","Cyperaceae","Lamiaceae","Malvaceae","Onagraceae","Plantago","Poaceae","Polygonum","Diphasiastrum.complanatum","Huperzia.lucidula","Myriophyllum","Nuphar","Nymphaea","Sagittaria","Typha","Spore..monolete.","Spore..trilete.","Indeterminable..crumpled.","Unknown..tricolpate.","Unknown..tricolporate.","Unknown..triporate."
385,4583,0,0,0,1,32,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,2,1,1,100,0,151,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,4,0,0,0
389,4645,0,1,3,1,21,0,0,0,0,6,4,0,0,0,0,0,1,0,0,0,1,2,2,94,0,151,0,0,1,2,0,5,0,0,2,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,4,4,0,0,0
395,4660,0,0,1,1,36,0,0,0,0,0,0,0,3,1,0,1,5,0,0,0,0,0,1,110,0,142,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,1,0,0,0
397,4665,0,0,1,1,31,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,2,0,1,104,0,158,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,4,0,0,0
399,4670,0,0,0,2,37,0,0,0,0,0,3,0,1,0,0,0,6,0,0,0,2,1,4,159,0,95,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0
405,4685,0,1,0,3,22,0,0,0,0,1,1,0,2,0,0,1,6,0,0,0,1,0,4,97,0,168,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0
409,4695,0,0,2,0,25,0,0,0,0,1,5,0,1,1,0,3,2,0,0,0,1,0,1,90,0,190,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0
415,4711,0,2,0,1,32,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,1,0,2,108,0,140,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,2,2,1,0,0,0
419,4721,0,1,0,2,25,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,2,123,0,147,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0
425,4736,0,2,1,5,15,0,0,0,0,1,3,0,0,1,0,1,6,0,0,0,0,0,2,68,0,194,0,0,1,1,0,0,0,0,1,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1,5,1,0,0,0
429,4746,0,2,3,2,21,0,0,0,0,0,2,0,1,0,0,0,6,0,0,0,2,2,1,97,0,163,0,0,2,1,0,4,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,2,0,0,0
434,4759,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,1,116,0,156,0,0,3,0,0,0,0,0,2,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,3,0,0,0
439,4771,0,0,0,4,28,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,0,3,155,0,146,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0
441,4776,0,4,2,2,22,0,0,0,0,0,5,0,2,0,0,0,8,0,0,0,0,0,1,69,0,190,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,4,0,0,0,0
443,4781,0,0,3,2,17,0,0,0,0,1,5,0,0,0,0,0,6,0,0,0,0,0,1,62,0,198,0,0,1,2,0,2,0,0,2,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,2,0,0,0
445,4786,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,94,0,177,0,0,1,0,0,0,0,0,3,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0
447,4791,0,0,0,4,13,0,0,0,0,4,1,0,0,0,0,0,9,0,0,0,0,1,1,75,0,184,0,0,0,0,0,1,0,0,2,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,8,3,1,0,0,0
449,4796,0,1,3,1,22,0,0,0,0,4,6,0,0,0,0,0,3,0,0,0,1,3,0,101,0,183,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0
451,4802,0,0,1,5,26,0,0,0,0,4,0,0,4,0,0,2,5,0,0,0,0,1,2,73,0,187,0,0,2,0,0,2,0,0,2,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,2,3,0,0,0
453,4807,0,0,0,3,29,0,0,0,0,0,2,0,3,0,0,0,3,0,0,0,2,1,4,83,0,168,0,1,3,1,0,0,0,0,1,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,4,3,1,0,0,0
455,4812,0,0,1,2,31,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,115,0,157,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5,3,0,0,0,0
457,4817,0,0,1,1,20,0,0,0,0,0,2,0,3,0,0,1,11,0,0,0,1,1,2,81,0,175,0,0,1,2,0,1,0,0,0,0,1,2,0,0,0,1,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0
459,4822,0,2,0,3,28,0,0,0,0,1,1,0,1,0,0,0,12,0,0,0,1,4,3,101,0,183,1,0,1,0,0,1,0,0,2,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459.1,4822,0,0,0,1,34,0,0,0,0,1,3,0,0,1,0,1,7,0,0,0,1,3,1,104,0,189,0,0,2,1,0,3,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0
461,4827,0,0,1,1,23,0,0,0,0,2,1,0,1,0,0,0,8,0,0,0,1,0,1,83,0,178,0,1,1,1,0,1,0,0,2,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,3,0,0,0
463,4832,0,0,0,2,29,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,0,2,96,0,166,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0
465,4837,0,2,1,2,32,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,2,115,0,149,0,0,2,1,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0
467,4842,0,2,0,5,26,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,3,113,0,150,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,1,0,0,0
469,4847,0,0,1,12,11,1,0,0,0,2,8,0,2,0,0,0,1,0,0,0,1,0,1,97,0,168,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0
471,4852,0,0,1,0,6,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,5,0,3,96,0,161,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0
473,4857,0,1,0,3,36,0,0,0,0,0,0,0,3,0,0,1,10,0,0,0,2,0,4,120,0,126,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
475,4862,0,0,0,1,24,0,0,0,0,0,1,0,2,0,0,2,2,0,0,0,0,0,4,106,0,164,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,2,0,0,0
477,4867,0,0,0,1,46,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,1,100,0,148,0,0,2,2,0,1,0,0,1,0,1,4,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0
479,4872,0,0,2,5,30,0,0,0,0,3,9,0,0,1,0,0,4,0,0,0,1,1,1,90,0,194,0,0,1,1,0,1,0,0,1,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,3,0,0,0
479.1,4872.5,0,1,2,6,17,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,2,91,0,186,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0
481,4877,0,0,0,3,25,0,0,0,0,1,0,0,2,0,0,0,8,0,0,0,0,0,5,105,0,153,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0
489,4898,0,0,2,3,21,0,0,0,0,0,5,0,6,0,0,0,5,0,0,0,0,2,1,106,0,144,0,0,1,1,0,4,0,0,3,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0
499,4923,0,0,0,3,40,0,0,0,0,1,5,0,0,0,0,1,5,0,0,0,0,2,1,122,0,134,0,1,0,2,0,0,0,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0
509,4948,0,2,1,4,27,0,0,0,0,1,2,0,0,0,0,1,5,0,0,0,0,0,1,98,0,157,0,1,2,3,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
519,4973,0,1,2,6,19,1,0,0,4,5,0,0,0,0,0,0,6,0,0,0,2,0,1,87,0,186,0,0,1,1,0,0,0,0,2,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,7,2,0,0,0
529,4999,0,0,1,2,16,2,0,0,2,2,0,0,0,1,0,0,2,0,0,0,1,1,0,105,0,167,0,0,3,2,0,3,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,3,0,0,0
539,5024,0,3,2,2,29,0,0,0,0,2,6,0,0,1,0,1,7,0,0,0,2,0,1,77,0,158,0,0,1,2,0,1,0,0,5,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,2,0,0,0
549,5049,0,1,1,6,26,1,0,0,0,0,2,0,0,0,0,0,3,0,0,0,1,1,1,103,0,170,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
559,5074,0,1,2,3,40,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,1,0,3,124,0,156,0,1,3,1,0,0,0,0,1,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,2,0,0,0
569,5100,0,0,1,2,18,1,0,0,0,1,6,0,0,0,0,0,5,0,0,0,0,1,0,98,0,186,0,0,0,1,0,5,0,0,1,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0
579,5121,0,0,2,4,29,0,0,0,0,1,1,0,2,1,0,0,5,0,0,0,0,1,0,76,0,189,0,0,0,1,0,2,0,0,1,0,1,5,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,2,0,0,0
589,5139,0,0,0,2,42,0,0,0,0,2,2,0,2,0,0,2,5,0,0,0,0,1,1,108,0,152,0,0,6,1,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,0,0,0,0
609,5175,0,0,3,6,33,0,0,0,0,10,5,0,0,0,0,0,4,0,0,0,0,0,2,95,0,174,0,0,1,1,0,4,0,0,1,0,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,4,0,0,0
619,5192,0,0,0,2,38,0,0,0,0,1,1,0,1,0,0,1,8,0,0,0,0,0,1,96,0,146,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
625,5203,0,0,0,3,34,0,0,0,0,1,3,0,0,0,0,0,6,0,0,0,0,0,3,103,0,146,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,6,1,2,0,0,0
629,5210,0,1,0,6,42,0,0,0,0,0,5,0,1,0,0,0,7,0,0,0,1,0,4,110,0,130,0,0,3,0,0,0,0,0,1,0,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0
635,5221,0,1,0,1,34,0,0,0,0,0,1,0,1,1,0,1,13,0,0,1,0,0,4,88,0,165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0
639,5228,0,1,0,3,26,1,0,0,3,0,0,0,1,1,0,0,8,0,0,0,0,1,0,84,0,168,0,0,2,1,0,2,0,0,0,0,3,0,0,0,0,0,6,0,0,1,0,0,0,0,0,3,4,3,0,0,0
645,5239,0,0,0,3,33,0,0,0,0,2,1,0,1,0,0,0,4,0,0,0,2,2,2,66,0,184,0,0,2,2,0,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,2,0,0,0
649,5246,0,0,0,5,45,0,0,0,0,2,2,0,0,0,0,2,12,0,0,0,3,0,4,126,0,137,0,0,2,0,0,3,0,0,0,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,6,0,0,0
655,5257,0,0,0,2,32,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,3,69,0,193,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
659,5264,0,1,1,5,33,0,0,0,0,1,4,0,3,0,0,1,12,0,0,0,1,1,0,125,0,111,0,0,4,2,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0
665,5275,0,0,1,2,26,0,0,0,0,0,0,0,4,1,0,1,5,0,0,0,2,1,2,95,0,159,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0
669,5282,0,1,1,4,23,0,0,0,0,3,0,0,0,3,0,1,4,0,0,0,1,1,1,68,0,173,0,0,1,2,0,3,0,0,2,0,4,12,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0
679,5300,0,0,0,4,17,1,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,92,0,181,0,0,3,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0
689,5344,0,1,0,6,18,0,0,0,0,1,2,0,0,1,0,0,9,0,0,0,0,1,0,92,0,172,0,0,1,2,0,1,0,0,4,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,1,0,0,0
699,5535,0,1,2,6,25,0,0,0,0,1,2,0,4,1,0,0,3,0,0,0,1,2,1,89,0,164,0,0,1,4,0,3,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,2,1,0,0,0
709,5727,0,0,1,6,25,1,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,88,0,179,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,1,0,0,0
719,5918,0,0,1,8,30,0,0,0,0,2,0,0,3,0,0,1,8,0,0,0,1,2,0,94,0,159,0,1,3,1,0,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,6,0,0,0
729,6109,0,0,0,6,31,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,2,1,79,0,214,0,0,2,1,0,2,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,0,0
739,6301,0,1,0,1,25,1,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,1,0,71,0,206,0,0,8,1,0,1,0,0,0,0,2,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,2,0,0,0
749,6492,0,1,0,3,29,2,0,0,1,3,0,0,0,0,0,0,4,0,0,0,1,0,0,97,0,158,0,0,3,0,0,6,0,0,1,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,3,2,0,0,0,0
759,6683,0,1,0,2,26,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,1,0,0,84,0,180,0,0,9,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0
769,6875,0,1,1,4,19,2,0,0,2,1,0,0,0,0,0,0,13,0,0,0,2,2,2,70,0,192,0,0,2,2,0,1,0,0,3,0,3,1,0,0,0,0,3,0,0,1,0,0,0,0,0,2,4,3,0,0,0
779,7039,0,2,0,2,29,0,0,0,0,1,1,0,3,0,0,0,10,0,0,0,0,1,0,56,0,190,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
789,7095,0,1,2,1,28,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,1,0,0,70,0,194,0,0,2,1,0,1,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0
799,7151,0,0,0,1,25,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,90,0,177,0,0,7,0,0,3,0,0,2,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,2,4,0,0,0
809,7208,0,0,1,5,28,0,0,0,0,1,2,0,0,0,0,1,13,0,0,0,0,0,1,72,0,199,0,2,3,0,0,1,0,0,3,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,9,0,0,0
819,7264,0,1,4,6,27,2,0,0,0,0,0,0,3,2,0,1,7,0,0,0,2,1,1,72,0,178,0,0,3,1,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,4,0,0,0
829,7320,0,2,1,6,22,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,2,1,0,58,0,107,0,1,1,0,0,4,0,0,0,0,2,9,0,0,0,0,4,0,0,0,0,0,0,0,0,2,3,4,0,0,0
839,7355,0,0,1,4,26,0,0,0,0,3,1,0,2,2,0,1,2,0,0,0,2,0,1,65,0,184,0,0,6,2,0,4,0,0,1,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,1,3,0,0,0
849,7372,0,3,0,1,26,0,0,0,0,1,1,0,3,1,0,1,10,0,0,0,0,0,2,48,0,206,0,0,5,1,0,1,0,0,0,0,1,4,0,0,0,1,2,0,0,0,0,0,0,0,0,6,2,5,0,0,0
859,7389,0,0,0,6,31,0,0,0,0,3,0,0,3,3,0,0,3,0,0,0,2,0,0,68,0,195,0,0,5,5,0,3,0,0,1,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,2,2,0,0,0
869,7406,0,1,4,1,16,1,0,0,5,1,0,0,1,1,0,0,11,0,0,0,0,2,0,62,0,185,0,0,1,1,0,4,0,0,1,0,1,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,3,0,0,0
879,7424,0,0,5,3,19,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,18,0,173,0,0,9,2,0,1,0,0,3,0,2,1,0,0,0,0,11,0,0,0,0,0,0,0,0,10,4,3,0,0,0
889,7441,0,0,8,7,19,1,0,0,0,2,3,0,2,3,1,0,2,1,0,0,3,0,4,41,1,199,1,0,15,3,0,5,0,1,2,0,5,7,0,0,0,0,21,1,0,0,0,0,0,0,1,3,11,11,1,1,0
895,7451,0,0,1,4,31,0,0,0,0,1,2,0,1,0,0,0,4,0,0,0,0,0,1,59,0,171,0,0,7,2,0,1,0,0,0,0,2,4,0,0,0,0,14,0,0,0,0,0,0,0,0,8,3,3,0,0,0
899,7458,0,0,0,2,31,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,0,0,92,0,146,0,0,12,2,0,4,0,0,1,0,2,1,0,0,0,0,19,0,0,0,0,0,0,0,0,6,3,6,0,0,0
905,7481,0,0,0,0,45,0,0,0,0,0,1,0,2,0,0,2,4,0,0,0,2,0,4,85,0,151,0,0,0,1,0,2,0,0,3,0,1,5,0,0,0,0,15,0,0,0,0,0,0,0,0,6,8,1,0,0,0
909,7500,0,0,6,3,15,0,0,0,0,4,3,0,0,0,0,0,2,0,0,0,0,0,0,54,0,95,0,0,2,1,0,2,0,0,3,0,4,16,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0
915,7529,0,1,1,1,32,0,0,0,0,3,1,0,1,0,0,0,4,0,0,0,1,0,2,52,0,183,0,0,3,0,0,5,0,0,1,0,2,7,0,0,0,1,6,0,0,0,0,0,0,0,0,1,6,1,0,0,0
919,7548,0,0,8,2,19,0,0,0,0,2,2,0,1,0,0,1,2,0,0,0,2,0,0,66,0,165,0,0,4,2,0,9,0,0,2,0,2,3,0,0,0,0,17,0,0,1,0,0,0,0,0,8,4,8,0,0,0
925,7576,0,0,1,3,34,0,0,0,0,4,0,0,1,0,0,1,8,0,0,0,1,0,2,45,0,168,0,1,8,1,0,3,0,0,0,0,0,8,0,0,0,0,24,0,0,0,0,0,0,0,0,5,5,1,0,0,0
929,7595,2,0,4,7,24,0,0,0,0,2,1,0,1,2,0,1,4,1,0,0,6,0,5,75,1,164,0,0,10,5,0,1,0,0,1,0,1,8,0,0,0,0,36,0,0,0,0,0,1,0,0,10,6,7,0,2,0
935,7624,0,1,0,1,27,0,0,0,0,0,1,0,4,0,0,0,13,0,0,0,0,0,0,59,0,188,0,0,3,0,0,1,0,0,2,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,6,4,3,0,0,0
939,7643,0,3,2,4,19,0,0,0,0,1,1,0,3,2,0,1,6,0,0,0,0,1,0,67,0,161,0,0,3,5,0,3,0,0,1,0,1,3,0,0,0,0,22,0,0,0,0,0,0,0,0,8,3,5,0,0,0
944,7667,0,0,0,1,18,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,3,0,4,68,0,253,0,0,13,0,0,2,0,1,0,0,6,2,0,0,0,0,14,1,0,0,0,0,0,0,0,3,5,4,0,0,0
945,7672,0,0,0,2,13,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,2,0,1,40,0,209,0,0,8,3,0,2,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,6,2,0,0,0,0
949,7691,0,0,1,1,16,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,1,0,2,107,0,140,0,0,13,0,0,3,0,0,2,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0
