"sample.depths","sample.ages","upland.sum","Abies","Acer.saccharum","Alnus","Betula","Carya","Cephalanthus","Corylus","Eucalyptus","Fraxinus","Juglans","Juniperus","Larix","Ostrya.Carpinus","Other.shrubs","Other.trees","Picea","Pinus","Platanus","Populus","Quercus","Salix","Tilia","Ulmus","Ambrosia.Iva","Artemisia","Asteraceae.subf..Asteroideae.undiff.","Chenopodiineae","Cyperaceae","Other.herbs","Poaceae"
1835.5,2821,1208,0,7,6,38,9,0,1,509,4,1,2,0,54,1,0,2,37,3,2,262,0,40,26,46,10,15,11,22,1,99
1840.5,2855,858,0,3,4,15,6,0,3,350,4,1,2,0,35,2,0,0,25,0,0,237,3,14,9,27,22,12,8,13,0,63
1860.5,2991,810,0,1,10,13,3,0,8,413,4,1,1,0,23,1,0,2,14,2,0,173,2,16,10,22,19,10,4,11,1,46
1865.5,3025,838,0,0,5,7,4,0,3,530,1,0,0,0,0,0,0,0,34,0,1,118,0,9,10,19,21,2,7,12,1,54
1870.5,3059,1187,0,1,5,11,2,1,4,629,5,0,0,0,25,0,0,0,30,0,2,269,3,14,9,27,16,14,9,18,2,91
1875.5,3093,607,0,0,2,14,5,0,5,180,1,3,1,0,19,1,0,2,18,1,1,93,1,17,155,28,13,7,6,6,0,28
1880.5,3127,1066,0,1,8,13,4,0,2,601,3,1,1,0,31,0,0,4,33,2,1,186,1,8,13,32,22,18,5,18,1,57
1885.5,3161,824,0,0,3,13,2,0,0,427,2,3,0,0,28,0,0,2,35,1,0,134,1,8,22,27,16,14,6,19,4,57
1890.5,3195,1078,0,1,5,13,5,0,1,635,3,0,0,0,18,0,0,0,34,2,0,131,3,6,7,30,42,16,16,33,3,74
1895.5,3230,1152,0,2,6,18,5,0,2,646,4,0,1,0,21,1,0,4,65,2,0,115,1,15,16,67,28,12,18,26,1,76
1900.5,3264,1496,0,1,8,18,3,0,5,961,4,3,1,0,23,0,0,3,39,1,0,160,3,15,18,40,28,17,22,14,1,108
1905.5,3298,927,0,1,3,13,2,0,0,616,1,3,2,0,13,2,1,4,23,1,0,73,0,18,30,41,17,9,7,5,0,42
1910.5,3332,1027,0,2,8,10,4,0,2,645,2,1,0,0,21,3,0,1,34,0,0,128,2,29,6,27,16,10,6,9,1,60
1915.5,3366,616,0,1,13,20,1,0,3,297,4,3,2,0,5,1,2,0,30,1,1,109,3,20,7,29,18,6,3,5,2,30
1920.5,3400,890,0,3,3,8,2,0,1,361,9,2,1,0,34,0,0,0,26,1,0,243,8,8,10,33,19,9,4,26,3,76
1925.5,3434,868,1,3,4,16,3,0,6,365,1,4,0,0,26,2,0,1,33,1,1,180,1,32,28,57,13,19,10,11,0,50
1930.5,3468,931,0,1,6,12,5,0,3,428,3,0,0,0,28,2,0,2,36,1,0,221,0,9,14,33,36,11,10,15,1,54
1935.5,3502,732,0,2,3,6,2,1,1,423,4,0,2,0,14,1,0,1,14,3,1,77,3,5,10,27,33,7,16,12,3,61
1940.5,3536,865,0,0,4,11,0,1,2,563,7,0,2,0,16,0,0,0,20,5,0,63,0,12,17,31,14,6,12,11,1,67
1955.5,3638,648,0,2,6,3,2,0,2,335,5,1,5,0,11,0,0,0,16,0,0,80,1,9,9,31,14,2,7,29,1,77
1960.5,3672,597,0,2,4,3,1,0,0,259,6,0,1,0,20,2,1,0,22,1,0,73,0,13,10,37,26,10,12,9,2,83
1965.5,3706,1018,0,0,8,8,1,0,2,715,1,0,0,0,5,3,1,0,28,0,2,129,0,14,9,20,17,5,2,7,1,40
1970.5,3740,662,0,0,6,5,4,0,5,305,6,3,1,0,15,4,1,0,36,2,0,84,0,22,14,41,10,14,6,18,1,59
1975.5,3774,708,0,1,4,7,1,0,1,404,3,0,3,0,9,0,0,0,34,0,2,61,2,11,12,41,16,6,5,30,0,55
1980.5,3808,1202,0,0,6,16,6,1,2,630,6,3,0,0,31,2,1,1,47,1,0,163,1,20,19,63,32,14,5,26,1,105
1985.5,3842,1194,0,0,3,5,0,0,4,652,9,0,4,0,26,0,0,2,67,0,0,123,2,19,11,46,32,3,7,35,1,143
1990.5,3876,768,0,1,0,4,2,0,2,398,4,2,1,0,21,0,0,2,34,0,0,118,0,21,8,45,21,9,3,11,3,58
1995.5,3910,953,0,2,5,0,1,1,3,619,4,0,5,0,11,1,3,2,23,1,2,73,3,5,21,26,11,6,9,35,0,81
2000.5,3944,692,0,0,4,2,4,0,3,392,3,2,0,0,9,0,0,0,18,0,1,68,0,35,6,45,17,11,2,15,0,55
2005.5,3967,1115,0,2,4,6,2,1,1,701,7,1,0,0,18,0,0,2,40,2,1,93,0,8,12,52,25,13,9,27,0,88
2010.5,3988,711,0,1,2,1,1,0,0,357,2,4,1,0,10,0,1,2,30,2,1,73,1,27,9,53,23,11,8,16,0,75
2015.5,4009,558,0,1,2,6,1,0,1,252,2,2,1,0,6,1,0,2,41,0,1,71,2,6,12,50,8,11,7,16,1,55
2020.5,4030,676,0,1,2,7,3,0,1,323,5,3,0,0,11,2,1,1,23,2,0,91,0,9,10,55,12,10,11,10,1,82
2025.5,4050,709,0,1,8,3,1,0,2,395,5,0,4,0,8,0,0,0,24,1,0,86,0,4,8,31,27,14,5,18,1,63
2030.5,4071,672,0,0,4,2,1,1,2,285,2,1,1,0,5,0,1,0,30,1,0,77,2,19,7,88,22,12,3,10,0,96
2035.5,4092,714,0,0,5,17,1,0,0,397,4,1,2,0,1,0,0,0,22,2,0,71,1,8,1,35,28,8,3,13,1,93
2040.5,4113,743,0,1,1,2,3,1,3,399,7,1,0,0,15,0,0,0,19,0,0,77,0,20,15,58,18,9,9,5,2,78
2046.5,4137,1081,0,0,2,9,0,0,2,662,4,1,0,0,12,1,0,2,24,1,2,115,3,7,40,39,11,10,9,18,0,107
2055.5,4175,1189,0,5,7,14,3,0,0,629,5,0,2,0,14,4,1,0,26,5,1,170,0,9,11,56,85,14,6,14,1,107
2060.5,4196,1329,0,1,6,4,0,0,1,820,6,0,0,0,14,1,0,0,8,0,1,271,1,12,10,44,32,3,2,4,1,87
2065.5,4216,1131,0,2,4,17,4,0,2,799,5,3,1,0,5,0,0,0,30,0,1,102,3,11,11,29,14,11,6,6,0,65
2070.5,4237,662,0,0,4,13,0,2,3,318,2,1,1,0,13,2,0,0,30,0,0,75,4,12,6,31,26,11,7,16,0,85
2075.5,4258,565,0,0,3,6,2,0,2,266,1,1,1,0,7,0,0,2,21,0,1,49,1,23,7,62,10,1,6,11,1,81
2080.5,4279,662,0,5,6,6,1,0,1,354,2,1,1,0,9,0,0,0,16,2,0,53,1,13,12,57,19,12,6,12,0,73
2085.5,4299,604,0,0,1,11,2,0,2,309,3,1,2,0,13,0,0,2,26,0,0,41,2,30,7,38,19,8,8,12,0,67
2090.5,4320,682,0,0,5,10,1,0,1,330,0,0,0,0,20,0,0,0,26,1,1,104,2,13,12,51,28,9,6,6,3,53
2095.5,4341,609,0,0,3,9,3,0,2,251,7,1,1,0,11,2,0,4,20,0,1,98,1,21,5,50,13,5,7,13,0,81
2100.5,4362,977,0,0,7,14,1,0,1,456,6,1,1,0,30,2,0,1,28,2,0,190,1,11,12,50,32,17,8,17,0,89
2105.5,4382,1468,0,0,18,21,2,0,3,834,8,3,3,0,18,2,0,0,44,3,1,167,3,28,19,86,31,11,8,25,2,128
2115.5,4424,849,0,1,5,7,1,0,2,548,6,3,0,0,2,0,0,1,37,0,1,74,3,11,12,27,23,1,10,19,0,55
2125.5,4465,1138,1,0,7,8,4,0,0,610,3,1,2,0,17,0,1,0,42,0,1,130,7,4,21,53,36,18,11,25,0,136
2135.5,4507,943,0,2,1,7,3,0,0,476,12,0,2,0,20,1,1,0,50,2,0,105,1,10,12,34,31,22,14,23,0,114
2145.5,4548,506,0,0,5,9,1,0,1,182,2,2,0,0,17,3,0,0,18,0,0,81,1,18,10,41,20,10,9,9,2,65
2165.5,4631,883,0,0,1,6,3,0,0,548,6,1,1,0,0,0,0,0,40,1,3,88,5,7,7,39,18,3,17,15,2,72
2215.5,4839,821,0,0,2,5,3,0,0,446,6,0,1,0,4,0,0,2,41,2,0,47,2,17,13,50,29,8,9,14,2,118
2265.5,5046,1033,0,1,6,4,2,0,1,718,6,2,2,0,2,0,0,0,36,2,1,61,17,4,6,26,24,3,6,33,0,70
2315.5,5254,1078,0,1,2,6,2,0,2,773,8,0,0,0,3,1,0,0,14,3,3,75,3,8,4,42,39,6,4,23,0,56
2365.5,5462,920,0,2,2,5,6,0,2,615,3,1,2,0,2,1,0,0,18,2,1,56,7,5,5,43,27,7,13,15,0,80
2415.5,5733,1288,0,4,6,2,5,0,2,753,4,3,2,0,15,0,1,1,51,1,0,73,5,8,25,85,54,17,25,24,0,122
2465.5,6005,1313,0,5,6,11,3,0,1,765,3,0,2,0,14,2,1,0,45,4,1,83,4,4,27,80,56,14,32,16,1,133
2490.5,6141,687,0,3,3,4,5,0,1,337,7,1,0,0,11,3,0,1,16,3,0,53,3,27,27,73,22,5,7,15,3,57
2515.5,6277,730,0,1,5,8,3,0,0,421,3,0,1,0,12,1,0,0,20,3,0,52,7,4,23,23,38,9,9,12,1,74
2565.5,6548,1477,0,0,4,5,4,7,3,787,2,1,0,0,20,1,0,4,66,1,0,93,3,10,41,102,47,13,46,52,1,164
2615.5,6820,743,0,2,1,11,2,0,5,443,7,0,1,0,3,0,0,0,28,2,2,40,8,2,33,44,26,1,14,14,2,52
2638.5,6945,792,0,0,1,5,6,0,0,466,5,3,0,0,9,1,0,1,24,0,0,63,1,0,18,65,11,7,19,5,1,81
2665.5,7091,925,0,1,2,2,2,0,3,472,2,0,0,0,19,0,0,0,24,2,1,61,5,2,21,88,49,8,24,25,0,112
2670.5,7119,1015,0,1,3,0,8,0,1,497,4,3,0,0,23,3,0,2,28,2,0,74,1,1,30,119,55,16,15,19,1,109
2675.5,7146,1239,0,2,3,1,3,0,5,643,6,2,1,0,17,1,0,2,48,1,0,56,0,4,24,131,37,12,44,32,1,163
2680.5,7173,1021,0,3,4,2,3,0,2,504,6,1,0,0,25,0,0,3,30,0,0,67,0,4,38,132,31,16,26,23,1,100
2685.5,7200,1089,0,1,1,0,5,0,2,545,4,1,1,0,18,2,0,2,30,1,0,82,2,3,23,118,36,11,24,28,3,146
2690.5,7227,939,0,7,0,1,8,0,1,409,4,1,1,0,31,1,1,2,36,1,0,66,0,2,32,123,36,12,17,24,2,121
2695.5,7254,1140,0,7,2,5,1,0,2,597,5,1,0,0,13,2,0,1,53,0,0,84,2,4,114,31,34,9,33,14,1,125
2700.5,7282,973,0,1,2,3,3,0,3,401,4,0,1,0,14,2,1,1,54,2,0,89,2,7,43,165,28,11,21,14,1,100
2705.5,7309,624,0,1,1,3,0,0,0,316,3,0,3,0,10,1,0,0,15,3,1,56,0,1,19,56,40,0,9,26,0,60
2710.5,7336,2335,0,5,10,5,11,3,6,1134,23,2,2,0,32,2,1,1,88,1,0,277,3,10,175,195,79,33,31,25,1,180
2715.5,7363,805,0,1,4,1,2,0,2,496,0,1,3,0,3,1,1,0,14,1,0,48,1,3,33,73,23,5,23,12,0,54
2720.5,7390,822,0,1,1,4,4,0,1,451,2,1,0,0,13,2,1,0,31,1,0,77,1,2,38,70,21,8,5,10,5,72
2725.5,7417,932,0,1,2,0,3,0,2,605,3,0,3,0,17,1,0,1,12,1,2,63,1,1,32,29,40,3,4,20,0,86
2730.5,7445,719,0,5,0,1,3,0,1,260,4,1,0,0,21,0,1,2,32,1,0,74,1,3,38,103,16,14,14,27,3,94
2735.5,7453,804,0,1,0,9,1,0,6,451,3,2,1,0,14,1,2,2,14,0,1,63,2,1,50,96,3,1,10,6,2,62
2740.5,7462,1185,0,2,2,0,2,0,5,607,5,0,1,0,35,0,0,1,37,0,1,72,1,9,44,157,35,15,26,25,2,101
2745.5,7470,1265,0,10,2,5,5,0,4,723,3,0,1,0,24,0,1,1,36,1,2,70,8,0,46,136,43,4,25,15,2,98
2751.5,7481,926,0,5,1,1,2,0,0,355,9,0,0,0,27,2,0,0,31,0,0,75,2,2,63,198,20,8,19,20,1,85
2755.5,7487,894,0,2,3,6,5,0,1,575,2,1,1,0,9,0,1,0,11,0,0,48,10,0,32,87,31,4,8,9,1,47
2760.5,7496,928,0,3,0,4,3,0,0,390,4,2,1,0,20,0,0,1,34,1,0,97,3,1,66,99,17,10,28,16,3,125
2765.5,7505,661,0,0,0,3,10,0,0,294,5,1,0,0,11,0,1,0,11,0,0,57,2,6,30,109,15,6,21,7,1,71
2770.5,7513,1118,0,3,1,4,6,0,1,682,3,2,0,0,14,0,0,4,33,1,0,57,1,0,36,182,7,8,5,16,1,51
2775.5,7522,1053,0,2,1,3,2,3,6,751,5,0,4,0,11,0,0,0,12,1,0,40,15,2,16,58,33,4,16,9,0,59
2780.5,7530,1121,0,2,1,6,5,0,0,612,2,0,3,0,22,0,1,13,39,0,0,72,4,4,52,97,39,4,33,11,2,97
2785.5,7539,1067,0,3,2,15,4,0,2,625,3,0,3,0,12,1,0,1,32,1,0,59,13,0,31,67,61,9,23,18,1,81
2790.5,7547,980,1,1,2,10,3,2,7,394,6,1,1,0,14,2,0,17,59,0,0,75,2,5,63,126,30,6,38,12,0,103
2795.5,7556,1192,0,9,0,10,12,0,3,549,6,0,0,0,38,1,0,17,93,0,0,97,3,2,82,95,40,8,31,20,2,74
2795.51,NA,1012,0,2,2,11,11,0,4,471,1,2,0,0,35,0,2,4,30,0,0,66,2,5,87,130,18,7,31,14,3,74
2800.5,7565,973,0,0,5,6,15,0,2,449,3,0,3,0,18,3,2,4,40,1,0,76,5,4,76,99,24,7,25,8,2,96
2805.5,7573,959,2,1,6,15,5,1,2,423,5,0,7,0,15,0,0,4,45,1,0,105,13,8,51,66,50,1,46,24,0,63
2810.5,7582,1064,0,4,3,11,5,0,0,393,6,1,2,0,27,1,1,8,52,0,0,129,24,2,122,85,42,12,23,13,0,98
2815.5,7590,593,0,1,2,3,4,0,11,284,2,0,0,0,5,0,0,1,46,0,5,56,5,1,20,45,28,6,14,2,1,51
2820.5,7599,725,0,1,5,3,3,0,1,338,0,3,2,0,14,0,1,2,62,4,0,79,3,5,48,37,26,8,12,7,1,60
2825.5,7607,605,0,0,2,11,7,0,2,242,1,1,1,0,21,0,0,1,20,0,0,73,7,7,26,63,29,11,10,9,0,61
2830.5,7616,828,0,6,4,6,8,0,8,239,10,2,0,0,27,3,0,0,41,0,0,174,6,3,148,39,25,5,14,7,2,51
2835.5,7625,690,1,3,7,4,5,0,3,151,5,3,0,0,23,0,0,1,28,4,0,131,1,7,121,43,22,7,13,15,3,89
2840.5,7633,980,0,0,5,12,9,1,4,425,5,3,0,0,41,1,1,8,59,0,0,87,1,4,109,55,25,9,20,20,2,74
2843.5,7638,1108,0,0,3,13,18,0,6,386,1,1,1,0,25,1,0,10,88,0,0,77,1,12,134,102,23,13,41,27,1,124
2851.5,7652,769,0,1,3,9,6,0,2,230,4,7,0,0,23,0,0,2,48,0,0,175,1,3,85,52,9,2,13,21,2,71
2853,7655,623,0,1,3,5,10,0,1,178,0,1,0,0,29,1,1,0,42,0,0,141,2,7,75,37,16,4,12,10,4,43
2855.5,7659,640,0,3,5,40,16,0,2,54,13,6,1,0,38,0,0,2,27,0,1,111,0,26,264,5,5,3,4,6,3,5
2858,7663,616,0,0,1,4,17,0,11,223,6,3,0,0,20,2,1,0,24,0,0,90,1,6,67,53,20,2,17,11,1,36
2860.5,7667,804,0,1,7,12,15,0,3,240,4,1,0,0,32,0,0,17,45,2,0,77,2,3,95,62,42,14,22,30,4,74
2863,7672,868,0,2,2,7,13,0,5,302,4,2,1,0,26,1,0,2,33,2,0,75,5,1,121,104,43,8,28,11,3,67
2865.5,7676,733,0,0,1,5,6,0,1,413,10,0,0,0,13,1,0,2,36,0,1,48,7,1,36,31,37,12,9,30,0,33
2868,7710,734,0,2,3,6,6,1,5,287,4,4,2,0,30,1,1,2,52,0,1,73,2,4,71,34,16,21,16,24,3,63
2870.5,7745,1105,0,6,6,11,8,1,3,390,12,10,1,0,58,3,0,8,66,2,0,153,4,3,95,65,40,5,25,24,3,103
2873,7779,857,0,1,6,7,4,0,4,352,3,6,0,0,25,2,0,4,84,1,0,62,2,2,107,63,10,14,27,16,4,51
2875.5,7813,1046,1,2,1,9,19,0,3,573,12,8,1,0,19,3,1,2,57,0,3,99,1,3,31,50,21,10,16,15,0,86
2878,7848,750,0,3,2,8,2,0,2,274,6,4,0,0,22,0,0,1,54,2,0,81,2,8,107,47,19,11,21,6,4,64
2880.5,7882,925,0,0,3,6,4,0,6,376,6,1,2,0,33,2,0,3,79,0,0,95,4,3,107,48,36,8,11,17,2,73
2883,7917,552,0,1,1,7,5,0,2,156,1,1,0,0,16,2,0,4,28,1,0,61,0,4,79,79,15,3,19,9,2,56
2885.5,7951,1507,6,4,15,23,18,0,9,506,7,3,3,0,74,0,1,15,98,1,0,206,0,12,150,82,40,14,26,36,2,156
2888,7985,785,0,3,3,3,10,0,3,268,5,3,0,0,32,1,0,3,34,1,0,126,0,2,155,49,8,6,15,11,0,44
2890.5,8020,1393,0,3,1,19,20,0,14,460,1,2,1,0,44,1,1,9,131,2,0,201,1,2,208,65,31,9,18,18,4,127
2893,8054,923,0,6,0,18,12,0,3,295,1,6,0,0,30,0,1,6,58,0,1,109,2,6,143,65,26,10,16,14,2,93
2895.5,8088,1780,9,2,11,60,18,0,9,515,19,3,2,0,54,0,0,33,127,1,0,230,5,21,225,124,43,12,68,33,4,152
2898,8123,578,0,0,2,6,19,0,1,150,4,2,0,0,15,1,1,2,32,0,0,86,1,9,113,37,11,8,11,5,1,61
2900.5,8157,703,1,1,1,12,9,1,8,138,7,4,0,0,21,2,1,5,59,0,0,91,1,6,116,64,19,4,21,23,0,88
2903,8191,926,0,2,6,12,19,0,4,278,1,6,0,0,38,0,2,2,34,0,0,149,0,8,106,112,19,6,21,8,1,92
2905.5,8226,2352,0,5,7,31,35,0,21,411,11,13,1,1,102,0,2,10,138,6,0,541,4,25,477,152,53,24,66,28,4,184
2907.5,8253,924,0,1,4,6,10,0,2,135,3,6,1,0,33,0,0,1,18,0,0,338,2,7,245,32,10,5,14,8,0,43
2910.5,8294,846,0,5,1,3,26,0,9,172,0,2,2,0,26,0,0,0,59,0,0,169,0,7,185,58,5,5,19,15,0,78
2913,8329,727,0,4,2,2,12,0,4,150,5,3,0,0,37,0,0,2,32,1,0,136,0,4,129,81,16,6,15,8,0,78
2915.5,8363,817,1,1,5,4,11,0,7,182,7,2,1,0,26,1,0,2,70,0,0,249,1,12,115,39,7,6,7,8,0,53
2940.5,9078,672,0,8,6,17,14,0,9,95,2,6,0,0,54,1,3,0,38,5,0,106,0,9,261,7,2,2,3,4,3,17
2965.5,10144,598,3,2,0,134,7,0,6,24,38,0,2,0,4,0,1,1,22,0,0,160,3,9,166,3,4,0,1,2,0,6
2975.5,10629,821,6,0,4,524,2,0,9,39,18,2,0,0,4,0,0,20,20,0,0,15,0,3,135,3,5,1,3,1,1,6
2980.5,10704,423,10,0,22,55,4,0,6,78,1,0,0,0,9,0,0,144,37,0,0,16,1,0,19,5,1,1,0,4,0,10
2983.5,10749,755,6,1,63,91,1,0,7,226,6,0,0,2,25,0,1,157,34,0,1,29,2,0,24,5,21,6,5,22,1,19
2985.5,10778,783,6,3,52,193,1,0,7,251,7,1,0,1,10,0,1,173,6,0,0,12,1,1,14,10,12,1,3,6,2,9
2995.5,NA,780,3,1,17,98,0,0,2,258,10,0,2,5,5,1,0,265,19,0,0,17,0,0,21,8,24,0,2,7,0,15
3015.5,NA,670,2,0,14,70,0,0,8,290,12,0,2,2,3,0,0,159,26,0,0,20,3,1,9,5,27,4,1,4,1,7
